Sample in Buffer,Sample in Window,TRIGGER,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_0_axis_tdata[159:0],fpga_block_design_i/datapath/system_ila_1/inst/net_slot_0_axis_tvalid,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_0_axis_tready,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_0_axis_tlast,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_1_axis_tdata[159:0],fpga_block_design_i/datapath/system_ila_1/inst/net_slot_1_axis_tvalid,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_1_axis_tready,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_1_axis_tlast,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_2_axis_tdata[63:0],fpga_block_design_i/datapath/system_ila_1/inst/net_slot_2_axis_tvalid,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_2_axis_tready,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_2_axis_tlast,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_3_axis_tdata[63:0],fpga_block_design_i/datapath/system_ila_1/inst/net_slot_3_axis_tvalid,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_3_axis_tready,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_3_axis_tlast,Interface_(i4:s0)_(dac_ctrl_ch4)[2:0],Interface_(i4:s1)_(dac_ctrl_ch5)[2:0],Interface_(i4:s2)_(SF_COMP_hier_M_AXIS_OUT_CH0)[2:0],Interface_(i4:s3)_(SF_COMP_hier_M_AXIS_OUT_CH1)[2:0],T_Channel_(i4:s0)_(dac_ctrl_ch4)[2:0],T_Channel_(i4:s1)_(dac_ctrl_ch5)[2:0],T_Channel_(i4:s2)_(SF_COMP_hier_M_AXIS_OUT_CH0)[2:0],T_Channel_(i4:s3)_(SF_COMP_hier_M_AXIS_OUT_CH1)[2:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,BINARY,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
258,258,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000010000000000000100000000000001000000000000000111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
259,259,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111000000000000000000000000000001111111111111000000000000100,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
260,260,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000001000000000000010000000000000000000000000001000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
261,261,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0001000000000000000000000000000100000000000000101111111111111000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
262,262,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000000000000010000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
263,263,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000101111111111110000000000000000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
264,264,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000010000000000000000000000000010011111111111100111111111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
265,265,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1011111111111100000000000000001111111111111100000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
266,266,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000100000000000000000000000000000000000000000000000000000000,1,1,0,0000000300000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
267,267,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000111111111111100000000000001011111111111110111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
268,268,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111011111111111100000000000000001111111111111000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
269,269,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111111111000000000000010000000000000001111111111111000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
270,270,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000011111111111110000000000000000000000000000011,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
271,271,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111111001111111111111011111111111110111111111111101111111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
272,272,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1110000000000000001111111111110011111111111110111111111111100000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
273,273,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000010000000000000101111111111111000000000000010111111111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
274,274,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0011111111111110111111111111101111111111111011111111111110111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
275,275,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111011111111111110111111111111001111111111111011111111111110,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
276,276,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000100000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
277,277,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000101111111111111000000000000000111111111111101111111111110011,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
278,278,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111111000000000000000011111111111110000000000000101111111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
279,279,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1110000000000000001111111111110000000000000000111111111111001111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
280,280,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111110000000000000101111111111111000000000000010000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
281,281,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0011111111111110000000000000000000000000010011111111111110000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
282,282,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000011111111111110000000000000000000000000000011111111111110,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
283,283,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000010000000000001000000000000001000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
284,284,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000001111111111111000000000000010111111111111100000000000000011,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
285,285,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111111100000000000000000000000000000000000000000100000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
286,286,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000111111111111100000000000000000000000000000111111111111100000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
287,287,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000001011111111111110000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
288,288,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0011111111111110111111111111000000000000000000000000000000111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
289,289,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111110011111111111110000000000000000000000000000000000000000010,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
290,290,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000001011111111111110000000000000100000000000000011111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
291,291,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111000000000000000011111111111110111111111111100000000000000011,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
292,292,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111111100000000000000000000000000000111111111111100000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
293,293,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0010000000000000100000000000000000000000000000000000000000001011,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
294,294,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111111101111111111111000000000000000000000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
295,295,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000111111111111000000000000001000000000000110111111111111100000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
296,296,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000111111111111100000000000000000000000000000111111111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
297,297,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1000000000000010000000000001101111111111111000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
298,298,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000011111111111110111111111111100000000000000000000000000010,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
299,299,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000011111111111110111111111111100000000000000011111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
300,300,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111100000000000000000000000000000000000000000001111111111110000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
301,301,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000001111111111111000000000000010000000000000100000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
302,302,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000000000111111111111100000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
303,303,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000111111111111000000000000001000000000000010000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
304,304,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1011111111111110111111111111101111111111111000000000000010000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
305,305,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000001000000000000010000000000000000000000000010000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
306,306,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000100000000000000100000000000001000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
307,307,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000001000000000000000000000000000100000000000001000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
308,308,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000101111111111111011111111111110000000000000100000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
309,309,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0010000000000000000000000000000011111111111110000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
310,310,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000111111111111100000000000001000000000000000111111111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
311,311,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1000000000000000000000000001000000000000010000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
312,312,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000011111111111110000000000000000000000000010000000000000010,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
313,313,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000001011111111111100111111111111100000000000001000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
314,314,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000001000000000000010000000000000100000000000001011,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
315,315,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111111100000000000001000000000000000000000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
316,316,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000111111111111101111111111110011111111111110000000000000100000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
317,317,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000010000000000000101111111111111000000000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
318,318,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000000000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
319,319,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000100000000000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
320,320,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000001000000000000000000000000000100000000000001000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
321,321,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000001011111111111110010000000000010000000000000100,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
322,322,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000000000000000010000000000,1,1,0,0000000010000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
323,323,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000010011111111111110111111111111101111111111111011,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
324,324,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111111100000000000010000000000000000111111111111100000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
325,325,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0100000000000000100000000000001000000000000000111111111111100000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
326,326,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000001111111111111000000000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
327,327,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000100000000000011011111111111110111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
328,328,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111011111111111100000000000000001111111111111000000000000010,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
329,329,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111111111000000000000010000000000000100000000000001000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
330,330,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000001111111111111000000000000010000000000000101111111111111000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
331,331,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000101111111111111000000000000000111111111111101111111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
332,332,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1110000000000000000000000000000000000000000010000000000000001111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
333,333,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111110000000000000100000000000000000000000000010000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
334,334,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000001011111111111110111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
335,335,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111000000000000100000000000000000000000000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
336,336,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111111111000000000000010000000000000100000000000001000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
337,337,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000001000000000000000111111111111000000000000001000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
338,338,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000001000000000000000000000000000001111111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
339,339,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1110000000000000000000000000001000000000000000000000000000100000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
340,340,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000111111111111100000000000001011111111111110000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
341,341,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000010000000000001000000000000000000000000000010000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
342,342,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000010000000000001000000000000000000000000000010,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
343,343,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000100000000000001000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
344,344,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000001111111111111000000000000000000000000000000000000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
345,345,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000001001111111111111011111111111100000000000001000000000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
346,346,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0010000000000000100000000000001000000000000010000000000001000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
347,347,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000001111111111111011111111111110111111111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
348,348,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000010000000000010000000000000100011111111111110000000,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
349,349,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000001011111111111110000000000000001011111111111100111111111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
350,350,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1000000000000010000000000000100000000000000000000000000000111111,1,1,0,0000000008000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
351,351,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111000000000000010000000000000000000000000000000000000000010,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
352,352,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111111111011111111111110000000000000001111111111110011111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
353,353,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111101111111111111000000000000000111111111111100000000000000011,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
354,354,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111111101111111111111011111111111110000000000000001111111111,1,1,0,0000000000000000,1,1,0,"Active","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat"
